"label","phenotype","sd.diff.zeropeak","sd.diff.rotpeak","sd.diff.declinepeak","mu.diff.rotpeak","mu.diff.declinepeak","mu.diff.zeropeak","diff.orig.rotpeak","diff.orig.declinepeak","diff.orig.zeropeak"
"lh_parsopercularis","SA",0.285325266124687,0.0193929028112445,2.52776043212055,0.0679458097400043,-4.80906723821411,-0.317889281770334,0.0670117736189054,-4.49077553212771,-0.313066761426128
"lh_parsorbitalis","SA",0.286346120433796,0.0177717895532591,0,-0.0335210047182071,0,-0.110693818327128,-0.033537769467198,0,-0.108039435704526
"lh_parstriangularis","SA",0.357386121326761,0.0147509781607545,1.6549022282899,-0.0207406452641774,1.49101695220401,1.05900978644796,-0.0233906490932699,0.63599897721268,0.978733983508414
"lh_pericalcarine","SA",0.309673734861729,0.0193951087479252,0,-0.0728829654826618,0,0.124504447199714,-0.074608352527284,0,0.100938007202737
"lh_postcentral","SA",0.2093127906614,0.00800788927350527,1.37929475571269,-0.0208354869877565,4.82743406892886,0.283680000074659,-0.0208523907030978,4.87909276181661,0.300606057739229
"lh_posteriorcingulate","SA",0.45965780718529,0.0232272384353996,0,0.0177570976179238,0,-0.649626492277319,0.0180724651204665,0,-0.615414383893453
"lh_precentral","SA",0.425504528094545,0.00804130553376739,3.43148774076765,0.0205503941458183,3.37667750184816,0.419366387347753,0.0202808088639146,3.33001364244746,0.404341285984284
"lh_precuneus","SA",0.257161380873346,0.00931429203253798,4.57938746660419,0.0307080513420417,10.0334135118211,0.58207598140798,0.0307507228492462,9.72611009571995,0.53311636850588
"lh_rostralanteriorcingulate","SA",0.612963022764181,0.0550043287626148,0,-0.12545651864898,0,2.23142745222667,-0.115633322640852,0,2.28317624757017
"lh_rostralmiddlefrontal","SA",0.280793094755479,0.014380980963062,2.51200331662483,0.0487235804749721,10.1296527605309,1.22711996025441,0.0469113600489132,10.3986481453199,1.19873010606954
"lh_superiorfrontal","SA",0.141077372991152,0.00948309974793918,0,0.00103004210956723,0,0.28060912170332,0,0,0.242447162393853
"lh_superiorparietal","SA",0.228926350438091,0.00834434411494894,2.66324637712328,-0.000643585068849109,-2.62045488155089,-0.218124665047004,0,-2.71141236469761,-0.226844340266863
